id,investment,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
746566,21317.43,-477.57134186699733,-525.0109386215174,-574.6694074214299,-626.6568585814973,-681.0889347679974,-738.0870896571428,-797.7788806361741,-860.2982762548575,-925.7859791707737,-994.3897653692839,-1066.2648404783877,-1141.5742140400407,-1220.4890926429212,-1303.1892928672444,-1389.8636750401308,-1480.7105988503577,-1575.9384019242093,-1675.765902519605,-1780.4229275540993,-1890.1508672435116,-2045.632282259481,-2165.564060105867,-2291.359163658234,-2423.3112921731918,-2561.7289292262876,-2706.9360876604574,-2859.273092078038,-3019.0974007685836,-3186.7844690599495,-3362.7286561804485
